	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3
CBSS-214092.1.peg.3450	288	216	210	181	143	293	376	0	354	0	0	0	0	224	0	0	453	0	68	205	0	9	0	181	17	0	0	0	296	0
CBSS-216592.1.peg.3534	10871	7829	6807	0	0	7824	0	0	8806	0	0	0	0	0	0	5859	1074	0	8139	0	4764	0	0	8839	4461	0	0	0	9851	0
CBSS-222523.1.peg.1311	53101	61189	56402	55292	56977	66217	43758	32136	54189	29645	46332	65045	85654	32814	43131	37715	30786	38498	64239	58370	26346	29001	29438	48465	27567	29048	39852	39051	53184	39589
CBSS-224911.1.peg.435	2334	2758	3125	2057	2369	2853	2423	3651	2413	3678	2340	2671	5741	1545	3112	4518	3409	4273	1980	2207	3734	3816	3736	2741	3547	3129	1112	1933	2070	1165
CBSS-228410.1.peg.134	9327	8800	3049	3107	7339	9400	0	8863	2509	8198	0	0	0	1824	0	11578	9036	10282	6996	3184	8325	8792	9210	3305	9482	7983	3395	0	7876	3382
CBSS-235.1.peg.567	149357	147810	122970	123205	142223	160368	119923	66964	122189	63352	126785	179406	221794	83419	113232	76266	63463	81615	146386	128933	51666	62344	59677	98086	52627	59334	88956	99685	127107	92125
CBSS-243265.1.peg.198	35623	36221	33737	31585	33976	38668	24507	11753	32639	9843	27603	36531	50858	21988	30047	11560	11374	13687	38240	33115	7183	8929	9090	25933	9027	10999	17264	20765	30812	16877
CBSS-243277.1.peg.4359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	6	0	0	0	0	0
CBSS-246196.1.peg.364	23412	15112	15375	14563	22111	23804	0	1058	17045	843	0	0	0	0	0	1281	892	908	24502	16973	1029	1055	1199	0	865	1057	3420	0	19499	3285
CBSS-251221.1.peg.1863	23640	22537	20266	19839	22063	24841	20209	12399	21037	10758	22216	28357	38845	13682	21536	14898	11288	14893	22436	21177	10517	11708	12110	18472	10657	11973	14946	17372	20054	14891
CBSS-257314.1.peg.488	47177	50411	45505	42500	49124	50140	40473	22449	42307	19234	43603	61903	77063	28668	40414	24310	20557	27512	47696	45453	16824	19808	18812	34341	17121	20734	32153	35511	40593	32282
CBSS-257314.1.peg.676	36648	30977	28534	32720	41499	27372	27678	10058	26050	8914	22993	38504	39004	12987	22261	10755	12741	12613	38771	28591	6489	8554	9264	23313	15412	9523	31251	19514	30544	30373
CBSS-257314.1.peg.752	30620	29643	26490	28286	26428	31274	20694	13667	22955	13002	0	1961	39424	15328	1220	16493	13730	16638	28724	22679	11286	13487	13939	19933	10726	13444	15110	0	25886	14507
CBSS-258594.1.peg.3339	2848	3203	7134	2821	6294	3603	0	92859	0	110090	0	0	4814	0	0	42233	95826	105269	3642	0	113728	106104	121383	2884	121866	82764	2433	2218	2338	2429
CBSS-261594.1.peg.788	15164	13837	13087	12397	12050	13669	467	4364	14998	4786	741	663	1195	8695	560	6023	6164	5755	17040	11860	4823	4539	5712	10250	6591	6234	7506	379	13002	7579
CBSS-262316.1.peg.2929	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBSS-262719.3.peg.410	39834	43705	42591	38681	43699	40033	28643	14912	39333	13974	29904	47006	35768	19552	29242	14954	13638	17551	49732	40537	10050	13553	12874	24721	13076	11914	27053	24984	33102	27026
CBSS-265072.7.peg.546	0	0	0	0	0	0	0	919	0	0	0	0	0	0	0	909	562	1003	0	0	863	799	1039	0	833	790	0	0	0	0
CBSS-269482.1.peg.1294	12116	12107	11186	10704	12284	11554	0	0	9513	0	0	0	16640	7299	9101	0	0	0	12157	10893	0	0	0	9121	0	0	5768	7276	9672	5648
CBSS-269799.3.peg.2220	828	110	688	120	516	556	3921	140	785	0	3097	4684	5498	159	2678	0	0	889	219	434	0	0	4	1002	0	0	3366	2054	659	3483
CBSS-269801.1.peg.1715	8766	14742	13146	7377	20053	14570	0	2781	1657	7172	2721	3470	3794	3756	2486	3856	7139	3316	15586	0	5507	3363	7711	5635	5411	3140	4555	2059	6856	4709
CBSS-280355.3.peg.2835	46740	48278	42726	41420	41286	47674	533	30238	36053	30330	900	1162	56991	17817	30444	37757	28539	36466	50361	42422	27999	28859	26763	37673	28601	27768	24868	25671	43047	21206
CBSS-281090.3.peg.464	45710	63055	57345	40875	68315	62146	39860	27330	50583	29328	42928	60915	76198	27446	39641	36442	25145	33391	61192	43907	25874	24716	29129	33568	25942	30552	31197	34899	39478	31342
CBSS-288000.5.peg.1793	24482	23563	22589	23517	23132	27188	23262	13265	23728	11125	0	37692	42039	14989	22302	13055	12217	15057	27200	25229	9163	11326	11442	18701	9143	10458	18808	19437	21033	18503
CBSS-290633.1.peg.1906	26094	24690	22314	23118	21964	26699	24913	11761	24172	10808	24331	34233	42459	15898	21738	12995	11045	14466	25227	24028	9047	10892	10855	18191	8189	10490	16006	18934	22865	15460
CBSS-291331.3.peg.3674	0	479	0	0	316	0	0	0	0	0	0	0	0	343	0	0	0	0	840	0	0	0	0	0	0	0	0	0	0	0
CBSS-292415.3.peg.2341	6683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	3395	0	5435	3382
CBSS-296591.1.peg.2330	49572	43705	42716	44549	43495	51039	25270	48721	46855	48534	21620	34829	41511	29818	23164	56457	48741	54251	50536	48871	45362	45944	58911	31402	57005	56552	38400	16348	41781	37796
CBSS-306254.1.peg.1508	15238	12335	12561	11792	9265	13610	19202	8954	13690	8090	18516	23323	31488	8837	14736	9856	8607	11561	12421	11971	6461	7936	6996	13814	6190	7720	10479	13289	13407	10863
CBSS-312309.3.peg.1965	59559	64240	60154	55387	60336	69131	59759	35658	56199	30601	44865	64292	104307	36970	55345	37526	32596	41344	68885	59329	26409	31878	34193	54231	25755	32889	32219	36736	50924	47306
CBSS-316057.3.peg.1308	849	619	369	0	501	629	0	14945	359	16178	0	0	41	469	12	19851	15529	16756	755	541	15376	16351	17015	0	10742	10344	524	37	702	560
CBSS-316057.3.peg.3521	11910	15694	14218	16892	16444	19473	0	3413	15506	3109	0	0	0	4613	0	3784	4059	3863	18487	17125	2884	3436	3803	15989	2849	2912	2699	0	10743	5170
CBSS-316057.3.peg.563	6569	7721	7199	5394	5318	7916	5542	4437	6601	0	4844	5324	13394	3833	7295	3742	0	4554	5617	5459	2261	3294	3356	6982	3013	3051	1610	3613	6351	1573
CBSS-316057.3.peg.659	12241	13110	10835	11191	11323	13640	13978	3224	11493	2695	15628	20874	25776	6874	11663	4233	3238	3492	13166	12475	2888	3120	4071	11571	3245	3824	9674	10689	10599	9620
CBSS-316273.3.peg.227	17402	11861	11285	13222	13595	12862	0	0	10602	445	9511	10877	11384	9442	3109	0	1263	0	18794	13422	0	4	0	2573	5	0	8173	9178	12746	8209
CBSS-316273.3.peg.922	1446	1929	1782	1600	1477	1842	2594	0	1388	0	3076	3085	5352	1084	2559	0	0	163	1314	1613	0	0	0	3203	44	0	0	1783	1373	0
CBSS-316279.3.peg.746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1916	0	0	0	1941	0	0	0	0	0
CBSS-316407.3.peg.1371	8250	21839	15317	4988	30471	23694	0	5060	0	5367	0	0	0	3892	0	6255	9211	5785	5858	5350	4436	4743	6021	0	9336	6112	245	0	6715	259
CBSS-316407.3.peg.2816	0	0	0	0	0	0	0	0	0	986	0	0	0	0	0	0	1200	0	0	0	0	0	0	0	0	0	0	0	0	0
CBSS-320372.3.peg.6046	28483	32858	33129	27769	33185	30726	31389	12039	30969	12349	29397	44538	47972	17240	25528	11720	12645	15662	29916	31096	8423	10639	9524	23006	5805	7769	19926	23555	24612	19878
CBSS-320388.3.peg.3759	11207	9286	8935	0	9291	10853	0	0	8904	2608	0	0	0	1699	0	3800	3167	0	7323	1839	2621	3396	3503	3284	2501	3416	0	0	9792	0
CBSS-323097.3.peg.2594	20058	32103	30121	6387	30919	33459	0	10645	560	15204	0	0	0	119	272	18714	14704	18356	35171	6737	13590	15602	15491	5589	13205	15430	248	0	17012	259
CBSS-323850.3.peg.3269	28993	31417	32182	27360	27661	31747	18683	11759	20542	10090	0	0	37320	14659	21261	12254	10985	13530	27430	30742	8894	10989	11756	20933	13935	10147	15129	16450	24595	15256
CBSS-323850.3.peg.3284	212	349	4870	774	0	110	1079	4375	303	3957	0	0	0	205	0	5417	3888	5156	0	688	4172	4549	4291	0	4303	4036	173	1281	0	177
CBSS-326442.4.peg.1852	58524	67865	59825	55124	65699	66598	33738	27455	49632	24553	35907	57477	89189	35907	42810	30200	27733	33925	67218	56176	21080	24803	24588	38366	20331	24350	35182	31302	49172	30853
CBSS-342610.3.peg.1536	9327	8800	3049	3107	7339	9400	0	8863	2509	8198	0	0	0	1824	0	11578	9036	10282	6996	3184	8325	8792	9210	3305	9482	7983	3395	0	7876	3382
CBSS-342610.3.peg.1794	25220	33904	30085	22082	30842	36052	19106	14770	21622	12883	21429	29989	42104	13293	21882	20336	13821	18627	34312	22000	13980	13688	12396	20300	13387	15166	14250	15517	27578	13960
CBSS-342610.3.peg.283	0	0	0	0	0	0	0	9267	0	8827	0	0	0	0	0	12485	9316	6818	0	0	8578	9178	10141	0	9839	9460	0	0	0	0
CBSS-344610.3.peg.2335	14238	15875	15178	13911	14138	15896	12848	9884	14157	9061	14766	21817	22379	9260	13688	9897	10054	11858	16692	15993	7454	9010	9221	12214	7559	8695	7823	11443	12271	7767
CBSS-350688.3.peg.1509	233189	216350	197768	207356	201868	235203	155895	105335	212512	97695	167144	251453	317173	128019	164361	112068	102111	124724	242237	205573	76457	96084	96511	164119	83364	95565	149008	133564	197832	148125
CBSS-354.1.peg.2917	23703	35165	33862	29443	28993	26417	18517	17700	26391	12228	4844	25128	42674	13324	23726	19748	12679	21494	33059	29594	17100	16301	16708	20573	18144	19305	13663	15296	21539	13461
CBSS-370552.3.peg.1240	8303	5346	3960	5335	6304	6037	0	0	3694	0	5018	5835	6612	4289	0	0	0	4	8225	5579	0	0	0	2447	0	0	3216	3777	6322	3166
CBSS-376686.6.peg.291	7945	9128	13897	6944	7560	9228	0	28092	11362	27010	0	0	0	4476	0	24751	18885	31118	6555	7263	34096	32149	39839	825	50050	22469	0	0	7102	0
CBSS-393121.3.peg.1913	79493	72043	66661	70020	67465	80054	0	33259	69124	31504	0	0	66674	45789	36313	38141	32517	40833	81914	74148	24125	14244	30734	52974	23628	31619	0	0	66833	0
CBSS-393121.3.peg.2760	101220	103895	98273	85352	100094	108251	77207	53199	84294	54101	77455	115094	137450	47526	69713	68968	59188	69362	113487	89386	47699	57470	51773	71644	50723	57728	57920	62268	85026	54468
CBSS-393130.3.peg.794	57042	53176	50475	21424	55899	59846	16910	5259	46774	4654	18901	25135	33357	16252	17680	20161	4523	5988	60106	20856	14366	5391	5690	39877	13003	4971	15260	15708	46572	14799
CBSS-393131.3.peg.612	33304	33416	30860	29696	31787	35928	22447	11753	30471	9843	25433	34502	45290	20731	27054	11560	11270	13687	36209	31043	7183	8929	9090	22951	9027	10999	16535	19289	28657	16146
CBSS-393133.3.peg.2787	8450	8399	0	0	7561	8365	0	0	7424	0	0	0	0	0	0	0	0	0	8735	0	0	0	0	0	0	0	0	0	7126	0
CBSS-49338.1.peg.459	3182	2099	1426	1790	5782	5761	241	0	1728	0	1343	1834	1255	0	367	0	0	0	7483	2516	0	0	0	291	0	0	838	886	2441	823
CBSS-562.2.peg.5158_SK3_including	5493	5901	6064	5015	6140	7193	3994	0	5021	0	4070	5440	10318	3521	5023	0	670	0	4903	4408	0	2	0	5699	6	0	1636	2778	4949	1844
CBSS-56780.10.peg.1536	30737	30083	26729	27128	27439	28220	9431	16869	24070	14602	9835	13672	16098	14707	16882	19955	15498	19710	30842	28857	14371	16255	17664	23215	17411	17231	15011	6548	26479	14725
CBSS-630.2.peg.3360	6132	7391	7488	4997	15639	7475	4158	0	5774	4349	4110	4651	11242	3640	5739	0	4453	0	6384	5690	3728	0	4473	5885	3757	4253	1750	3139	5218	1798
CBSS-83331.1.peg.3039	72724	82597	76627	67897	74464	74638	22469	54972	55297	49496	13316	17726	46511	25612	25303	62387	52596	74721	93909	70779	48788	50866	56342	34319	52090	50301	40862	20121	61511	40083
CBSS-83332.1.peg.3803	0	2978	0	0	0	0	8210	10430	0	10913	8125	11089	10278	0	5666	13203	11945	12474	0	0	9876	7972	9713	4687	13396	9660	2819	5140	0	2787
CBSS-83333.1.peg.946	12578	11622	10498	9969	10694	11520	1046	14186	8790	13651	3872	5901	13269	5922	4210	18913	16364	15942	12950	9534	16832	14490	11499	8647	12255	15557	5380	6000	10242	5363
CBSS-84588.1.peg.1247	44035	65318	62750	10333	65180	71976	0	0	32886	0	0	3647	5899	1955	3955	14619	0	0	71435	11397	17463	0	0	25515	23809	0	10252	0	36566	10361
CBSS-87626.3.peg.3639	34479	24842	20813	20965	23524	34363	4351	30093	12301	28947	788	1352	2049	3098	1727	37512	29686	34598	26087	21133	29633	29218	31458	18775	28623	28869	725	747	30253	681
CBSS-89187.3.peg.2957	15045	24871	22708	13497	22931	26737	0	7039	13468	11047	0	0	0	0	0	12597	11674	8536	14387	14043	8840	5861	6351	10098	8940	6293	0	0	21997	0
CMP-N-acetylneuraminate_Biosynthesis	9471	6793	6956	7325	5889	0	0	13614	0	13093	0	0	0	98	111	17634	12522	14595	0	9074	11331	15152	16783	0	20355	15346	4949	0	7062	4911
CO2_uptake,_carboxysome	147	135	9	22	490	468	19	0	489	0	112	277	489	63	55	0	0	0	188	32	0	0	0	38	0	1	295	200	114	278
COG0277	0	11885	12737	0	12665	13911	0	3161	0	2955	0	0	0	0	0	4607	2822	3831	14874	0	9436	3646	10889	0	9817	11420	0	0	1706	0
COG0398	13847	12696	11564	0	12899	13325	8878	5	13470	4737	0	14304	14393	0	0	0	4886	0	16591	13144	0	17	0	8818	8153	0	9293	8437	10875	9073
COG0451	43799	45108	43852	37479	45248	48601	6838	54079	41376	66183	10127	15117	22274	16284	14338	5906	61407	62167	46753	40191	75501	58368	71123	21616	75075	54470	16460	9907	35940	16014
COG0523	90585	100107	104434	76277	117502	115139	44854	45097	100373	48425	40330	55492	113626	37032	50495	50610	48743	54086	113137	61160	61173	40903	48836	76575	58791	47055	52291	32071	78234	51936
COG1399	182977	194831	174224	161485	185660	212531	82187	71602	177809	68940	47873	93256	153610	79804	64980	80173	69027	89743	203166	144474	65901	66002	70044	107180	65545	66535	66357	54027	172207	64882
COG1565	25337	30783	28532	21310	30954	32320	11080	12793	22570	18063	8624	12405	24500	15116	9101	14811	16032	15788	32422	22787	14995	13710	12770	20096	15731	10985	9701	7615	22253	14092
COG1836	37541	35569	33203	34249	32889	39901	11673	11762	25035	13716	13316	17726	38192	21906	13229	13591	14382	22562	37893	34416	17122	10658	19635	30171	18354	13197	15817	10198	32707	15353
COG2302	74458	76346	71199	65910	79698	81128	0	31677	39495	40101	0	2663	2690	13794	1679	34372	42704	47034	81123	41136	35830	28743	33340	58701	37030	30800	17124	1865	64070	17095
COG2363	83041	74194	65694	59026	89653	100552	24498	25968	71399	29669	26502	42286	65131	29445	40409	34813	29713	30841	100158	54874	29014	22935	28498	54314	28984	27883	31914	23295	83550	31204
COG2509	42744	43731	43866	40834	43961	43759	31472	20977	37690	19027	37596	54367	56005	26146	34270	21362	19286	23672	46816	44011	15729	18309	17129	31338	12440	18702	29376	29126	34100	29094
COG3146_experimental	13863	18566	17028	10008	20786	20244	11080	6484	13108	8610	8624	12405	24500	7044	9101	7000	6871	8215	19130	11161	6219	6646	7147	10405	9411	5698	9701	7615	12455	14092
COG3380_COG2907	2975	2648	2271	0	2550	2850	0	0	3370	0	0	0	0	2042	0	0	250	0	840	1839	0	0	0	3284	0	0	0	0	2960	0
COG3533	7369	6776	6322	4071	7548	7471	1995	165246	4493	148263	1971	4215	3813	3691	1816	139593	163940	168263	6046	5939	164630	118841	182124	12396	132224	141854	8480	5906	5744	8273
COG3760	3277	4135	4120	3396	4523	4552	507	0	2929	0	0	1071	0	1868	887	0	0	0	4820	4114	0	0	0	830	0	0	889	659	2559	891
COG4319	23661	38481	18251	10868	38950	31972	7749	14443	10066	17594	8624	12405	21363	6427	13955	17853	15608	19672	29926	11966	15411	16228	17004	16757	16617	15633	8617	10221	20316	13157
CRISPRs	42541	20045	19420	12981	7154	19604	8674	0	19034	3446	2329	11549	28232	705	6407	9744	3270	9	20082	5927	10761	1975	1905	34091	16025	3844	458	5884	44856	443
CTP_synthase_(EC_6.3.4.2)_cluster	33516	35261	35931	30575	29237	36729	24561	26757	35760	23676	22705	37313	72505	21751	23297	30428	25071	33448	33097	34639	20486	24506	23109	33196	19570	23555	19029	20332	29668	19074
C_jejuni_colonization_of_chick_caeca	21802	19756	24152	20804	19724	22298	2309	26409	23762	25042	0	5966	33912	12851	3490	25973	24667	31272	22282	22150	22703	23702	26726	16339	27038	27141	15713	848	19506	4538
Cadmium_resistance	17639	14454	12260	13910	16739	16521	5961	0	10146	32	7366	11242	13520	10785	2644	0	0	0	16282	10658	10	0	0	8973	0	0	9639	8124	14274	9302
Calvin-Benson_cycle	157281	149111	131558	142037	144912	164849	133871	84546	144687	76395	124149	189457	258161	89515	136989	94470	83133	99765	161615	145054	71368	76113	77172	119434	65091	75144	87897	112589	132720	86247
Campylobacter_Iron_Metabolism	43183	46835	50318	38114	47393	46451	5433	48420	30564	46492	14210	29377	41550	25757	17748	55310	48785	55436	47792	36502	43685	46396	51173	32433	42056	49720	25818	18877	33791	25400
Capsular_Polysaccharide_(CPS)_of_Campylobacter	8965	6534	5471	5833	8221	8199	1602	0	8886	0	0	0	3100	5113	1456	0	667	0	7064	4976	0	27	0	1121	94	0	0	575	8408	0
Capsular_Polysaccharides_Biosynthesis_and_Assembly	22566	17204	12892	14542	20606	23498	9330	24507	21784	32845	712	356	14976	13071	2201	25019	28815	27307	13269	12421	24488	29863	29936	2898	26652	14908	0	4177	21926	0
Capsular_heptose_biosynthesis	20534	21989	21617	18889	19139	23188	10441	21494	19464	19151	9797	12567	37037	12846	10391	18663	17108	22487	22175	21070	15999	14955	19439	11526	15420	14651	7906	8742	17870	7778
Capsular_surface_virulence_antigen_loci	2	0	1	0	0	0	0	60	1	58	0	0	0	1	0	60	80	51	0	0	43	34	49	19	62	0	0	0	0	0
Carbon_Starvation	19269	20276	20124	17065	22562	23915	15050	6249	22684	6687	16431	23919	35769	11554	17859	6807	7259	8380	19887	19503	4705	6256	5344	19206	4360	5043	9502	12573	16481	9223
Carbon_monoxide_induced_hydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	0	1	0	3	1	0	0	1	0
Carboxysome	99	51	9	22	13104	91	19	9147	85	9548	112	89	156	0	55	11771	9523	10189	23509	23	10221	8692	9975	24	9193	8909	67	105	6748	81
Cardiolipin_synthesis	0	0	0	0	0	0	0	14515	0	13837	0	0	0	0	0	17186	14864	16147	0	0	12598	15135	15123	0	12067	15052	0	0	0	0
Carnitine_Metabolism_in_Microorganisms	0	0	0	0	7	0	0	1	6	0	0	0	0	0	0	0	1120	59	0	0	0	23	0	9	86	0	0	0	0	0
Carotenoids	22139	22049	21529	0	19945	24324	0	14136	3370	14351	0	0	0	1699	1	15382	14276	15882	17958	1839	13349	13144	12769	18315	9689	11956	0	0	19858	0
Catechol_branch_of_beta-ketoadipate_pathway	0	223	221	0	0	0	0	4105	0	2792	378	595	451	0	196	5292	3230	4585	0	0	3389	3733	3930	151	3944	4420	284	317	122	270
Cell_Division_Cluster	104032	104947	96363	92563	108130	114024	52483	49605	70998	57799	52593	85915	96104	31279	50327	54746	59000	69918	113695	70702	48445	44038	48864	80734	48024	46252	58635	46169	90611	57102
Cell_division-ribosomal_stress_proteins_cluster	170926	160593	149257	150905	155580	177153	126793	79141	149545	78737	139569	191339	238462	97101	128486	87573	82242	95159	176752	156311	66864	71775	77640	125638	69517	74200	95566	109128	144116	94189
Cell_envelope-associated_LytR-CpsA-Psr_transcriptional_attenuators	5302	5044	4472	4044	4918	4835	2176	0	2607	0	3044	3543	4198	3989	2306	0	0	608	6158	4114	0	0	0	6582	0	0	3272	1913	4114	3131
Cellulosome	4968	3651	1337	2346	2479	4206	5245	65831	5435	58406	4286	7371	9409	1807	4961	80523	63632	59239	4330	1941	89899	29871	76287	1129	95069	82548	5760	4627	4705	5646
Central_meta-cleavage_pathway_of_aromatic_compound_degradation	0	0	0	0	0	0	0	0	0	0	12	0	2622	0	0	0	660	0	0	0	0	0	0	1069	0	0	0	5	0	0
Chitin_and_N-acetylglucosamine_utilization	31809	34421	46455	28389	48724	36370	17250	100009	24611	108046	9305	30729	42425	18082	23756	122798	110863	109623	38578	30664	101253	100771	114098	33105	120234	100026	33739	21329	26099	34101
Chlorobenzoate_degradation	0	0	0	0	0	0	0	3086	0	1706	378	505	451	0	0	3834	2310	3402	0	0	2376	2593	3256	0	3944	4021	284	317	0	270
Chlorophyll_Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
Cholera_toxin	0	0	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0
Choline_Transport	6031	7675	10255	8188	9809	9799	745	5769	1895	5580	3341	4818	7360	2493	5780	6908	5358	6088	8180	6703	6868	5641	5822	4218	5211	3673	2234	686	4630	861
Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis	17030	16960	19494	10795	19346	17873	475	12629	7824	16056	2647	3736	5323	4629	3672	17106	15330	13559	17018	9516	13877	13016	16881	5372	20119	11254	12510	504	14358	8722
Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.	88539	91698	94895	80389	75273	89005	42018	40561	88232	56593	27574	36347	66164	42736	40618	51425	56346	56697	84217	88580	50559	45311	50779	71847	51101	46843	38973	17825	76248	37763
Chorismate_Synthesis	89016	98149	97683	82274	108457	98335	28823	36277	99696	48225	23383	52133	90829	52305	43366	46812	42385	44627	110714	84392	42957	34454	45411	67906	43112	43551	54539	16944	75217	54005
Cinnamic_Acid_Degradation	17293	13815	13143	14220	12750	15698	12221	6157	12443	2972	10004	12724	18717	11698	5721	0	6545	5805	13180	14138	818	2193	7408	13859	1281	3258	6942	7733	15122	6674
ClpAS_cluster	15695	13012	12333	11253	10276	13876	15356	16051	15650	15988	14532	18101	25283	9913	12110	17978	15939	18129	13361	11711	19670	15331	17307	12634	11354	14676	9546	10457	14225	9303
ClpS__and_metallo-protease_cluster_in_Cyanos_	888	0	0	0	0	0	0	0	1121	0	0	0	0	500	0	0	553	0	0	0	0	0	0	0	0	0	0	0	939	0
Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related	6271	6898	7871	6068	7550	7784	0	4838	6974	3909	0	0	0	4209	0	4513	3478	7290	7751	0	4122	3876	4206	0	4725	4082	0	0	5379	0
Cluster_Ytf_and_putative_sugar_transporter	32220	35959	34606	27758	33584	35949	26592	4063	25746	4643	29540	38379	55533	21104	31114	6514	6361	5150	32198	29088	4088	4576	5611	27541	5871	5127	20979	23707	26827	20619
Cluster_co-expressed_with_butyrate_metabolism_cluster	23337	22477	20124	19928	22159	22929	6606	13348	7765	14436	0	0	11418	5310	9325	14865	14668	14707	23908	19445	11906	12528	13729	15165	12379	13361	12413	0	19447	11888
Cluster_containing_CofD-like_protein_and_co-occuring_with_DNA_repair	22313	21224	18769	22555	19515	21001	0	0	18865	979	0	0	0	11297	0	0	0	0	22968	22927	0	0	0	17134	0	0	12608	0	17626	12600
Cluster_with_phosphopentomutase_paralog	6253	5709	5885	6622	6289	6042	4397	2	6302	0	4206	6845	4620	4519	4160	2	814	0	6692	7293	0	21	6	3095	14	1	5075	3569	4709	5020
Cluster_with_second_YidC_in_Bacilli	2340	2358	2053	1895	2173	2005	1031	0	1083	0	1352	1496	1744	1716	881	0	0	0	2937	1704	0	0	0	3780	0	0	4367	825	1896	4292
CoA-disulfide_reductase_(EC_1.8.1.14)_containing_cluster	1986	727	0	0	0	0	233	9390	0	8121	1180	1804	2292	0	718	12488	8876	10874	0	0	8482	8865	11081	327	13276	10988	1456	2266	1577	1414
Coagulation_cascade	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cobalamin_synthesis	56465	24107	34470	40730	53976	48898	2860	36617	47420	50090	3081	6559	3562	7437	4917	31998	32714	50396	74967	55458	46335	29675	32953	2225	38874	26614	39443	3673	45497	38846
Cobalt-zinc-cadmium_resistance	12240	9813	7972	9847	11748	11595	4643	57486	8156	67625	5424	9591	8975	8077	0	77283	67756	68026	11593	8233	68942	50270	65633	5155	94090	66946	6869	5858	9831	6569
Coenzyme_A_Biosynthesis	32759	39955	37513	31771	44584	42338	17833	35807	32317	41573	17385	32649	48592	16179	23391	43588	38480	44436	39320	34026	37907	35217	41070	30651	38333	37040	18021	25444	33531	18339
Coenzyme_B12_biosynthesis	61734	24916	37976	50571	61882	55514	2958	66038	63249	81669	4119	7814	4690	9701	14179	66147	57509	86739	89119	62806	79204	55816	57626	8315	69057	50771	44839	4291	51596	44428
Coenzyme_F420-H2_dehydrogenase_(methanophenazine)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coenzyme_F420_hydrogenase	46	37	256	75	11	19	135	0	100	0	138	185	66	55	28	0	0	0	0	91	0	0	0	0	0	0	122	183	30	174
Coenzyme_F420_synthesis	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Coenzyme_PQQ_synthesis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Colanic_acid_biosynthesis	1737	1714	1028	3013	2248	3095	3535	42239	4711	50340	5160	6203	7775	1262	5517	38911	47706	46528	4168	3404	43372	39852	37742	1024	51117	23354	5655	4472	1789	5599
Cold_shock,_CspA_family_of_proteins	1766	1923	1958	1110	2086	2057	1937	2	1607	0	2097	1887	4067	1201	2124	30	1781	0	1675	1708	43	46	0	1327	22	0	1301	1656	1551	516
Colonization_factor_antigen_I_fimbriae	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	884	0	0	0	0	20	0	0	17	0	0	0	0	0
Commensurate_regulon_activation	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	334	0	18	0	0	14	0	0	9	0	0	0	0	0
Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	70164	72392	72801	61507	85203	72210	27634	25539	79127	38640	23383	31481	63941	38773	27022	34128	33197	32002	85511	63910	33831	24130	35112	48245	34158	33173	40992	16944	59303	40681
Competence_in_Streptococci	9033	7263	7299	4571	8630	8512	5195	0	3677	14	4540	8577	9091	4680	2100	1	0	29	6103	4609	2	0	0	8969	1	0	10315	4904	5820	9912
Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families	53136	49182	42561	45550	54252	45810	34049	17990	36598	17302	32400	47862	71654	19337	35266	21060	21296	22206	56407	42444	14086	16911	17138	36917	28711	17603	32104	25821	45290	29914
