	mgm4472160.3::Tongue dorsum	mgm4472167.3::Tongue dorsum	mgm4472253.3::Tongue dorsum	mgm4472255.3::Tongue dorsum	mgm4472304.3::Tongue dorsum	mgm4472305.3::Tongue dorsum	mgm4472312.3::Supragingival plaque	mgm4472337.3::Stool	mgm4472353.3::Tongue dorsum	mgm4472361.3::Stool	mgm4472397.3::Supragingival plaque	mgm4472419.3::Supragingival plaque	mgm4472428.3::Supragingival plaque	mgm4472444.3::Supragingival plaque	mgm4472462.3::Supragingival plaque	mgm4472464.3::Stool	mgm4472467.3::Stool	mgm4472473.3::Stool	mgm4472484.3::Tongue dorsum	mgm4472495.3::Tongue dorsum	mgm4472580.3::Stool	mgm4472586.3::Stool	mgm4472682.3::Stool	mgm4472751.3::Supragingival plaque	mgm4472934.3::Stool	mgm4473326.3::Stool	mgm4473472.3::Supragingival plaque	mgm4473666.3::Supragingival plaque	mgm4478487.3::Tongue dorsum	mgm4478571.3::Supragingival plaque	Stool::group_mean	Supragingival plaque::group_mean	Tongue dorsum::group_mean	Stool::group_sd	Supragingival plaque::group_sd	Tongue dorsum::group_sd	Kruskal-Wallis::stat	Kruskal-Wallis::p	Kruskal-Wallis::fdr
Inner_membrane_protein_YhjD_and_conserved_cluster_involved_in_LPS_biosynthesis	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.231866947983091	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.381018574605949	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.3240901089496	0.211649426713575	0.0810034592888314	0.311129552974825	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.237704014052121	0.066865884323715	0.0550356498725151	0.0748753843726772	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
L-fucose_utilization_temp	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.724680260450377	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.793170772424675	0.640229155767953	0.701616897563337	0.0476288247680251	0.0782668213535678	0.728039840399568	0.759938728976413	0.211649426713575	0.0810034592888314	0.712586325598225	0.794190853863206	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.625550495809873	0.066865884323715	0.0550356498725151	0.228532247878498	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Lipid_A_modifications	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.39443618762665	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.283221268844082	0.211649426713575	0.0810034592888314	0.390467588106904	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.238646269692678	0.066865884323715	0.0550356498725151	0.0877670844468488	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Listeria_bile_tolerance_locus_BltB	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.114043424721465	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.190843812658245	0.279200791108595	0.0810034592888314	0.173585069151747	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.186436132327562	0.066865884323715	0.0550356498725151	0.0417946928253876	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Listeria_Pathogenicity_Island_LIPI-1_extended	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.509851439603385	0.0895409827842528	0.403254803393768	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.52526135432109	0.321606184159075	0.460973842579515	0.0476288247680251	0.0782668213535678	0.489224650742556	0.409268269821194	0.560150953786448	0.0810034592888314	0.554750129548692	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.44460581057164	0.066865884323715	0.0550356498725151	0.110969720772233	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Major_Outer_Membrane_Proteins	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.488123875455532	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.190843812658245	0.211649426713575	0.0810034592888314	0.173585069151747	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.217089040961467	0.066865884323715	0.0550356498725151	0.0966841234767873	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Malonate_decarboxylase	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.40303850788125	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.308221634192279	0.386596364488415	0.0476288247680251	0.0782668213535678	0.173278582855893	0.190843812658245	0.211649426713575	0.0810034592888314	0.173585069151747	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.242740129597715	0.066865884323715	0.0550356498725151	0.0895057871134245	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Mebrane_bound_hydrogenases	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.255907217912189	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.325744292665748	0.231819175914444	0.163819048402527	0.0476288247680251	0.0782668213535678	0.266896769316701	0.190843812658245	0.211649426713575	0.0810034592888314	0.173585069151747	0.279243424174211	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.228891093325079	0.066865884323715	0.0550356498725151	0.0523833168710207	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Mediator_of_hyperadherence_YidE_in_Enterobacteria_and_its_conserved_region	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.231866947983091	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.370734075323783	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.298382434855772	0.211649426713575	0.0810034592888314	0.273994150218875	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.230391256438926	0.066865884323715	0.0550356498725151	0.0660177214737057	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Methanogenesis_strays	0.443973558708213	0.400259591420272	0.388452466533613	0.380242960271698	0.392358696262033	0.417335622992302	0.359328280025798	0.1894026963414	0.422498688453523	0.171037794485793	0.416886612570191	0.429422801324612	0.415780030573773	0.409268183125492	0.326705723746532	0.197433625789282	0.114043424721465	0.163819048402527	0.413274429852418	0.428533906174114	0.173278582855893	0.190843812658245	0.211649426713575	0.338173527907028	0.173585069151747	0.211716477760673	0.395419327717584	0.409088294371634	0.353559175327274	0.392606943080791	0.17968099588806	0.389267972444344	0.404048909599546	0.0284707974114373	0.0354980323133616	0.0264695622406793	19.6129032258064	5.50949987394986e-05	0.0326345510689711
MexA-MexB-OprM_Multidrug_Efflux_System	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.114043424721465	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.265144867847129	0.211649426713575	0.0810034592888314	0.173585069151747	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.187111101406948	0.066865884323715	0.0550356498725151	0.0393314646434085	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Multiple_Antibiotic_Resistance_MAR_locus	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.317547798187572	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.232787196264477	0.211649426713575	0.0810034592888314	0.254331775158581	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.212300442195977	0.066865884323715	0.0550356498725151	0.0466490406755914	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	0.619021608281967	0.635839200287026	0.631653625388016	0.523638933014513	0.585003259001229	0.650723250744801	0.550237752348453	0.1894026963414	0.636560037512752	0.171037794485793	0.597784129664452	0.625113860980043	0.70004817031274	0.567770245913225	0.519331871596763	0.197433625789282	0.114043424721465	0.163819048402527	0.6083879223238	0.626692252134043	0.173278582855893	0.190843812658245	0.211649426713575	0.627528336437921	0.173585069151747	0.211716477760673	0.556854266798469	0.593572843591586	0.488992330247542	0.553522739887563	0.17968099588806	0.589176421753121	0.600651241893569	0.0284707974114373	0.0519796401856175	0.0534529037861886	19.8606451612903	4.86760916007516e-05	0.0326345510689711
Naphtalene_and_antracene_degradation	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.292812938900812	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.190843812658245	0.211649426713575	0.0810034592888314	0.173585069151747	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.197557947305995	0.066865884323715	0.0550356498725151	0.0374016764454731	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Natural_DNA_Transformation_in_Vibrio	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.250006914283833	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.190843812658245	0.211649426713575	0.0810034592888314	0.173585069151747	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.193277344844297	0.066865884323715	0.0550356498725151	0.0260002430487559	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Nitric_oxide_synthase	0.449631621484178	0.430734579040336	0.443011873351508	0.391157452259992	0.403060803828957	0.434587714390093	0.403817156171626	0.1894026963414	0.448303492840377	0.378501365966309	0.454803476534045	0.46960792838034	0.48482741017055	0.419926881355419	0.387653865104093	0.197433625789282	0.114043424721465	0.163819048402527	0.427858765093836	0.442971278298641	0.173278582855893	0.190843812658245	0.211649426713575	0.430947244422931	0.173585069151747	0.211716477760673	0.454181525013085	0.427976127552867	0.358669847452636	0.453597245518248	0.200427353036112	0.43873388602232	0.422998742804055	0.0686747552077622	0.0300998548256652	0.0296581099685445	19.6722580645161	5.34839455508439e-05	0.0326345510689711
O-antigen_capsule_important_for_environmental_persistence	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.246688106727258	0.0895409827842528	0.171037794485793	0.165746067765476	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.39286233616916	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.269570485899425	0.211649426713575	0.0810034592888314	0.323814133419822	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.236187001822341	0.0756377668157212	0.0550356498725151	0.0742309737446277	0.0401146123685528	0.0283241021681322	19.8146227464946	4.98091740390884e-05	0.0326345510689711
Octadecanoids	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.26086553228568	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.190843812658245	0.211649426713575	0.0810034592888314	0.173585069151747	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.194363206644482	0.066865884323715	0.0550356498725151	0.0287174778791879	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Orphan_regulatory_proteins	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.436443726595502	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.282013395151146	0.211649426713575	0.0810034592888314	0.393164787776633	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.242995956187242	0.066865884323715	0.0550356498725151	0.0970175954482565	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Osmoprotectant_ABC_transporter_YehZYXW_of_Enterobacteriales	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.340407999060635	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.190843812658245	0.211649426713575	0.0810034592888314	0.251271574419972	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.210086103848799	0.066865884323715	0.0550356498725151	0.0523487241254818	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Periplasmic_Acid_Stress_Response_in_Enterobacteria	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.329597643904841	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.273302111154177	0.211649426713575	0.0810034592888314	0.173585069151747	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.209482247655991	0.066865884323715	0.0550356498725151	0.0529372228075612	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Phage_Ea_cluster	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.327503166715115	0.163819048402527	0.0476288247680251	0.0782668213535678	0.231364792182631	0.190843812658245	0.211649426713575	0.0810034592888314	0.173585069151747	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.206835591020099	0.066865884323715	0.0550356498725151	0.0472521413100871	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Phage_entry_and_exit	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.461954314296231	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.190843812658245	0.211649426713575	0.0810034592888314	0.173585069151747	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.214472084845537	0.066865884323715	0.0550356498725151	0.0885444104360621	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Phage_shock_protein_(psp)_operon	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.314872091221411	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.190843812658245	0.211649426713575	0.0810034592888314	0.231531368336805	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.20555849245656	0.066865884323715	0.0550356498725151	0.0437397235800605	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Phenylpropionate_Degradation	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.240458440255889	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.339155065150276	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.287581747992882	0.211649426713575	0.0810034592888314	0.173585069151747	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.216971527855854	0.066865884323715	0.0550356498725151	0.057378351639601	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Phosphoenolpyruvate_phosphomutase	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.551491894742916	0.0895409827842528	0.520301237625043	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.601362834179721	0.469263565395227	0.524209787528973	0.0476288247680251	0.0782668213535678	0.522579043637249	0.559585443124083	0.211649426713575	0.0810034592888314	0.631172381615001	0.656194051513692	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.524780966607548	0.066865884323715	0.0550356498725151	0.123619903816284	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Phosphonate_metabolism	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.551491894742916	0.0895409827842528	0.566284540536963	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.596872811964566	0.50910759620607	0.163819048402527	0.0476288247680251	0.0782668213535678	0.565306804912568	0.559585443124083	0.211649426713575	0.0810034592888314	0.173585069151747	0.612848220748698	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.451055085650371	0.066865884323715	0.0550356498725151	0.18732527155745	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Polyadenylation_specificity_factor	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.299608338830122	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.114043424721465	0.163819048402527	0.0476288247680251	0.0782668213535678	0.22191646098744	0.190843812658245	0.211649426713575	0.0810034592888314	0.257018049109406	0.304143919670758	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.213151390136861	0.066865884323715	0.0550356498725151	0.0601221999637821	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Proteasome_archaeal	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.231819175914444	0.163819048402527	0.0476288247680251	0.0782668213535678	0.286177861742368	0.315796268647648	0.211649426713575	0.0810034592888314	0.222100127810724	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.220095250360843	0.066865884323715	0.0550356498725151	0.0481177134671018	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Proton-dependent_Peptide_Transporters	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.508220682756064	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.190843812658245	0.211649426713575	0.0810034592888314	0.173585069151747	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.21909872169152	0.066865884323715	0.0550356498725151	0.102949686077281	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Purine_conversions	0.773260090271686	0.744038105682581	0.757859971124849	0.665090355131532	0.683112358041947	0.759846210800367	0.659675494033495	0.1894026963414	0.772004795870169	0.171037794485793	0.71624422197576	0.771806155502861	0.787938910789118	0.711894056380815	0.602483522631542	0.197433625789282	0.114043424721465	0.163819048402527	0.739069343288974	0.768690006622972	0.173278582855893	0.190843812658245	0.211649426713575	0.736723052210824	0.173585069151747	0.211716477760673	0.690998197334113	0.69928401284449	0.59829602669446	0.689634517686339	0.17968099588806	0.706668214138936	0.726126726352954	0.0284707974114373	0.0532532404246708	0.058392044407051	19.7264516129032	5.20541618996934e-05	0.0326345510689711
Putative_hemin_transporter	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.366570010335629	0.275474613002072	0.0476288247680251	0.0782668213535678	0.173278582855893	0.241306844545469	0.211649426713575	0.0810034592888314	0.290539677272925	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.232840974910271	0.066865884323715	0.0550356498725151	0.0619184906731533	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Putrescine_utilization_pathways	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.25597629006565	0.383018625585398	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.295465209381442	0.211649426713575	0.0810034592888314	0.298503473550993	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.235386762514334	0.066865884323715	0.0550356498725151	0.0716245347719742	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Queuosine-Archaeosine_Biosynthesis	0.691827726457701	0.663728436366701	0.677407842897507	0.590963880655065	0.601923897804485	0.671526801848861	0.577797586050938	0.1894026963414	0.704540845886266	0.171037794485793	0.633289557390855	0.681853030915082	0.725049085214509	0.639049441347005	0.5311248462006	0.197433625789282	0.114043424721465	0.163819048402527	0.650826420202167	0.663557139642533	0.173278582855893	0.190843812658245	0.211649426713575	0.661457864295847	0.173585069151747	0.211716477760673	0.631599344271527	0.628956351263901	0.535207211386379	0.630897778107194	0.17968099588806	0.634107488505746	0.645151020314766	0.0284707974114373	0.0528546253319222	0.0527579776578259	19.7264516129032	5.20541618996934e-05	0.0326345510689711
Quinone_oxidoreductase_family	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.305995334449511	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.190843812658245	0.211649426713575	0.0810034592888314	0.173585069151747	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.198876186860865	0.066865884323715	0.0550356498725151	0.0411740810596108	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Quorum_sensing_in_Yersinia	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.285066758206143	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.259652737388089	0.211649426713575	0.0810034592888314	0.173585069151747	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.203664221709512	0.066865884323715	0.0550356498725151	0.0402934577680858	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Rcs_phosphorelay_signal_transduction_pathway	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.421760514112055	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.190843812658245	0.211649426713575	0.0810034592888314	0.173585069151747	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.210452704827119	0.066865884323715	0.0550356498725151	0.0760997141415262	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
Recycling_of_Peptidoglycan_Amino_Sugars	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.0331458743734604	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.44977018575406	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.190843812658245	0.211649426713575	0.0810034592888314	0.173585069151747	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.21325367199132	0.066865884323715	0.0550356498725151	0.0847636653510261	0.0249430097097419	0.0283241021681322	19.983730247051	4.57707588625121e-05	0.0326345510689711
